ndex,thumbnail,name,description
45,https://archives.bulbagarden.net/media/upload/thumb/8/89/0045Vileplume.png/70px-0045Vileplume.png,Vileplume,weak strong frail frail slow light short chlorophyll effect spore grass poison  vileplume 45 signature cloud segment likepokémonwith bang itssignature mouth world prey flower evolution pollen behavior center spot head stone indigo result order bloom human wild bipedalrafflesia ingeneration hand eye torso move petal anevolutionviaevolution vileplume plain foot noise toxin
46,https://archives.bulbagarden.net/media/upload/thumb/8/8a/0046Paras.png/70px-0046Paras.png,Paras,weak weak frail frail slow light short damp dry skin effect spore bug grass parasect paras 46 acicada stage para pair signature spore dampforest anime host nymph mouth tree example use side root tochukaso forehead moisture cave insectoid pseudopupil time claw action tip order region forest orange eye move collector body command lack tooth birth tochukaso mushroom nutrient speck back nature animeha mother leg life
47,https://archives.bulbagarden.net/media/upload/thumb/7/7b/0047Parasect.png/70px-0047Parasect.png,Parasect,weak weak frail frail slow light short damp dry skin effect spore bug grass  parasect 47 pair signature control insect tree fungus spot insectoid head pincer swarm cap amount forest orange eye move withshiinoticover body mushroom tochukaso humidity nutrient back territory leg
48,https://archives.bulbagarden.net/media/upload/thumb/2/2c/0048Venonat.png/70px-0048Venonat.png,Venonat,weak weak frail frail slow light short compound eyes run away tinted lens bug poison venomoth venonat 48 pair antennae insect mouth nightfall tree prey radar limb fur hole truck head face densetemperate day pincer venonat temperate light forest liquid forepaw eye compound body tooth beam unit redcompound night feature top foot toed
49,https://archives.bulbagarden.net/media/upload/thumb/0/0e/0049Venomoth.png/70px-0049Venomoth.png,Venomoth,weak weak frail frail slow light short shield dust tinted lens wonder skin bug poison  venomoth 49 pair insect source venation wing moth prey crest mandible contact abdomen paralysis capability skin stripe poison shade head densetemperate lepidopteran temperate light dust forest paler purple eye thorax scale lifespan body undergrowth point color night blackvenation leg
50,https://archives.bulbagarden.net/media/upload/thumb/a/a6/0050Diglett.png/70px-0050Diglett.png,Diglett,weak weak frail frail fast light short arena trap sand force sand veil ground dugtrio diglett 50 blood signature specie environments.[3 sunlight appearance content emotion diet tree sensor nose wake field iron shorteststeel vegetable habitat root tiny earth mood pest skin cave anger dropping happiness head time type result burrow depth size soil communication resemblance environment region steel forest whisker farmer rock stature eye move sadness adaptation other surrounding counterpart tunnel foot ground
50,https://archives.bulbagarden.net/media/upload/thumb/a/a6/0050Diglett.png/70px-0050Diglett.png,Diglett-Alola,weak weak frail frail slow light short sand force sand veil tangling hair ground steel dugtrio-alola diglett-alola 50 blood signature specie environments.[3 sunlight appearance content emotion diet tree sensor nose wake field iron shorteststeel vegetable habitat root tiny earth mood pest skin cave anger dropping happiness head time type result burrow depth size soil communication resemblance environment region steel forest whisker farmer rock stature eye move sadness adaptation other surrounding counterpart tunnel foot ground
51,https://archives.bulbagarden.net/media/upload/thumb/8/88/0051Dugtrio.png/70px-0051Dugtrio.png,Dugtrio,strong weak frail frail fast light short arena trap sand force sand veil ground  dugtrio 51 aerate signature anime specie shoulder set tree area nose sensor deity earth ofdigletttriplet length one agriculture skin cave earthquake km head vibration kilometer surface depth resemblance burrowing order soil region steel forest farming cut ground luck triplet thought eye strand move tremor body counterpart variant mop mile tunnel occasion hair measure whisker theanime mph distance life
51,https://archives.bulbagarden.net/media/upload/thumb/8/88/0051Dugtrio.png/70px-0051Dugtrio.png,Dugtrio-Alola,strong weak frail frail fast light short sand force sand veil tangling hair ground steel  dugtrio-alola 51 aerate signature anime specie shoulder set tree area nose sensor deity earth ofdigletttriplet length one agriculture skin cave earthquake km head vibration kilometer surface depth resemblance burrowing order soil region steel forest farming cut ground luck triplet thought eye strand move tremor body counterpart variant mop mile tunnel occasion hair measure whisker theanime mph distance life
52,https://archives.bulbagarden.net/media/upload/thumb/d/d6/0052Meowth.png/70px-0052Meowth.png,Meowth,weak weak frail frail slow light short pickup technician unnerve normal persian meowth 52 specie anime cloud pupil game symbol year prey four street theanimestate coin gift hind move secret wall jaw point color marking result whisker paw gold gleam object ability grin beard head form intelligence intoperrserker body look attack window night pair signature end member curl shoulder origin inside goldkobancoin area forehead fur coat savage battle tip monarchy size human cream eye city tooth damage sake ear intrigue interior leg digit half curve power skyscraper seafarer key claw change capacity lot desire withmurkrow race tail lifestyle increase state pride
52,https://archives.bulbagarden.net/media/upload/thumb/d/d6/0052Meowth.png/70px-0052Meowth.png,Meowth-Alola,weak weak frail frail slow light short pickup rattled technician dark persian-alola meowth-alola 52 specie anime cloud pupil game symbol year prey four street theanimestate coin gift hind move secret wall jaw point color marking result whisker paw gold gleam object ability grin beard head form intelligence intoperrserker body look attack window night pair signature end member curl shoulder origin inside goldkobancoin area forehead fur coat savage battle tip monarchy size human cream eye city tooth damage sake ear intrigue interior leg digit half curve power skyscraper seafarer key claw change capacity lot desire withmurkrow race tail lifestyle increase state pride
53,https://archives.bulbagarden.net/media/upload/thumb/b/b0/0053Persian.png/70px-0053Persian.png,Persian,weak weak frail frail fast light short limber technician unnerve normal  persian 53 pair end paw tactic pupil curl elegance provocation appearance exception communicate intown material opponent nose jewel velvet side personality prey reason relationship shape relative opinion clash forehead fur behavior movement quadrupedal center sound coat hunter battle pet face claw change air day pay people muzzle disdain jowl eye muscle move city jaw body tail tooth class nature counterpart intention ear language whisker toed leg state town
53,https://archives.bulbagarden.net/media/upload/thumb/b/b0/0053Persian.png/70px-0053Persian.png,Persian-Alola,weak weak frail frail fast light short fur coat rattled technician dark  persian-alola 53 pair end paw tactic pupil curl elegance provocation appearance exception communicate intown material opponent nose jewel velvet side personality prey reason relationship shape relative opinion clash forehead fur behavior movement quadrupedal center sound coat hunter battle pet face claw change air day pay people muzzle disdain jowl eye muscle move city jaw body tail tooth class nature counterpart intention ear language whisker toed leg state town
54,https://archives.bulbagarden.net/media/upload/thumb/3/3f/0054Psyduck.png/70px-0054Psyduck.png,Psyduck,weak weak frail frail slow light short cloud nine damp swift swim water golduck psyduck 54 pupil lake lakesand area bipedalplatypus use duck power wave pond sleeper head freshwater claw beak itsheadacheand form infreshwater cream aduckor hand eye strand brain headache tail psyduck episode hair river top foot yellowpokémonresembling leg tension
55,https://archives.bulbagarden.net/media/upload/thumb/e/ed/0055Golduck.png/70px-0055Golduck.png,Golduck,weak weak frail frail slow light short cloud nine damp swift swim water  golduck 55 digit sea humanoid spike lake ability shape inlake prey orplatypus inspiration golduck between swimmer duck power shipwreck forehead past center fish head rudder swimming themanga knowledge people tale beak human glow cream speed hand eye appendage belief body tail manga gem back consumption river foot monster shore
56,https://archives.bulbagarden.net/media/upload/thumb/f/fa/0056Mankey.png/70px-0056Mankey.png,Mankey,weak weak frail frail slow light short anger point defiant vital spirit fighting primeape mankey 56 ischestnut anime signature stress game victim mountain fighting itssignature chestnut inside nose colony reason themountain fur breathing anger sight release pig monkey simian tip shell snout dream peak spiky rampage hand eye triangular move body eating tail food loneliness banana ear dexterity foot toed rage life
